,Unnamed: 0,Age,Workclass,Fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Target,Cluster
3424,32056,1.1086778790246166,0.2189184333453108,-0.3140640596091464,0.0769230769230769,-0.8327914063719112,0.1073124406457739,0.2029262086513995,0.1066891366346901,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,2
1007,46,1.1086778790246166,0.2189184333453108,-0.4300148712269246,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.1242362525458248,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.2449963863947128,0.2544111761923818,0,2
2965,1720,-0.5667201343178578,0.2189184333453108,1.6801460383003377,0.1643278421801911,-0.4404339288173468,0.1073124406457739,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
2308,5725,-0.4905656791659271,0.2189184333453108,1.7364509422521912,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.4853420195439739,0.4935988620199146,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
158,7379,-0.5667201343178578,0.3870625662778367,1.5270750664372792,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.305159165751921,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
5103,19013,-0.4144112240139965,0.2189184333453108,1.7983021016613971,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
639,2795,-0.3382567688620658,0.2189184333453108,1.5690032433588983,0.1643278421801911,-0.4404339288173468,0.1073124406457739,0.1242362525458248,0.0663344752413578,0.1299715909090909,0.1137828711756881,-0.1475020947104593,-0.218673350785262,-0.0780313310622559,0.2544111761923818,0,3
2268,14537,-0.2621023137101352,0.5586592178770949,-0.0037009043915984,0.2001799370220423,-0.0480764512627823,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.083587376267128,-0.0780313310622559,0.2544111761923818,0,4
3739,21288,-0.4144112240139965,0.2189184333453108,-0.4103379683330089,0.2001799370220423,-0.0480764512627823,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.083587376267128,-0.0780313310622559,0.2544111761923818,0,4
2753,7651,0.118669962049518,0.3870625662778367,-0.1154683629169712,0.2001799370220423,-0.0480764512627823,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,3.6855046308329698,-0.0780313310622559,0.2544111761923818,0,4
2697,14988,-0.3382567688620658,0.2189184333453108,-0.0449949531295273,0.1643278421801911,-0.4404339288173468,0.0483987230975182,0.4486861675756073,0.1066891366346901,0.2638545847483791,0.1137828711756881,-0.1475020947104593,3.908035358094301,0.3393813072688865,0.2544111761923818,0,4
1874,12594,0.4232877826572406,0.2689601250977326,-0.3371198246161587,0.2001799370220423,-0.0480764512627823,0.1073124406457739,0.1339069642376983,0.1066891366346901,0.1299715909090909,0.1137828711756881,-0.1475020947104593,3.712702830831577,-0.0780313310622559,0.2544111761923818,0,4
6123,3206,0.4994422378091713,0.2946298984034833,-0.277530704548774,0.421658072193574,1.128995981400911,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.669584958055299,0.756793945600029,0.2544111761923818,1,0
6712,11185,0.5755966929611019,0.2189184333453108,-0.1629238660964292,0.421658072193574,1.128995981400911,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.484142685337523,0.756793945600029,0.2544111761923818,1,0
6253,18013,0.0425155068975874,0.2189184333453108,0.1099310802858192,0.421658072193574,1.128995981400911,0.4550110249662138,0.2029262086513995,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.669584958055299,0.3393813072688865,0.3191489361702128,1,0
7059,31331,0.5755966929611019,0.2946298984034833,0.457774050539397,0.2539682539682539,0.7366385038463464,0.4550110249662138,0.3260869565217391,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.447054230793968,0.756793945600029,0.2544111761923818,1,0
7202,7393,0.7279056032649632,0.2189184333453108,0.0471050671016863,0.2539682539682539,0.7366385038463464,0.4550110249662138,0.2706473214285714,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,4.484142685337523,-0.0780313310622559,0.2544111761923818,1,0
5744,10708,0.4994422378091713,0.3870625662778367,-0.2591883102205351,0.2001799370220423,-0.0480764512627823,0.0967351874244256,0.305159165751921,0.1066891366346901,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,1
5699,4825,0.6517511481130326,0.2189184333453108,-0.204085410437766,0.2001799370220423,-0.0480764512627823,0.4550110249662138,0.1339069642376983,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.255898779602658,0.2544111761923818,1,1
6929,4255,0.4232877826572406,0.2189184333453108,0.3646234597352037,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.305159165751921,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,1
6022,27736,0.4232877826572406,0.2189184333453108,0.309577347550974,0.2001799370220423,-0.0480764512627823,0.4550110249662138,0.1339069642376983,0.4935988620199146,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,1
6125,21497,0.5755966929611019,0.2189184333453108,-0.3246928051357781,0.1643278421801911,-0.4404339288173468,0.4550110249662138,0.1242362525458248,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.1724162519364295,0.2544111761923818,1,1
6594,8442,0.6517511481130326,0.2189184333453108,-0.2038014724450688,0.5645756457564576,1.5213534589554754,0.0702875399361022,0.4853420195439739,0.1066891366346901,0.2638545847483791,0.3139546302661298,13.349483502255008,-0.218673350785262,0.756793945600029,0.2544111761923818,1,2
5753,23999,0.4232877826572406,0.5586592178770949,-0.6579602917642332,0.421658072193574,1.128995981400911,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,13.349483502255008,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,2
7038,14579,1.260986789328478,0.2189184333453108,0.0719685706622041,0.5645756457564576,1.5213534589554754,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,13.349483502255008,-0.218673350785262,1.1742065839311715,0.2544111761923818,1,2
5537,18315,0.2709788723533793,0.2946298984034833,-0.1339527262415587,0.421658072193574,1.128995981400911,0.0483987230975182,0.1339069642376983,0.1066891366346901,0.2638545847483791,0.1137828711756881,13.349483502255008,-0.218673350785262,-0.0780313310622559,0.2544111761923818,1,2
5432,28318,-0.0336389482543432,0.2858286629303442,0.0448524923596219,0.5645756457564576,1.5213534589554754,0.4550110249662138,0.4486861675756073,0.4557277032993497,0.1299715909090909,0.3139546302661298,13.349483502255008,-0.218673350785262,1.5916192222623138,0.2544111761923818,1,2
6206,20864,0.4232877826572406,0.2689601250977326,-0.0375084547220779,0.421658072193574,1.128995981400911,0.4550110249662138,0.1339069642376983,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.422863834935115,0.2544111761923818,1,3
6337,23968,0.2709788723533793,0.2189184333453108,-0.062031232691359,0.5645756457564576,1.5213534589554754,0.4550110249662138,0.4486861675756073,0.4935988620199146,0.2638545847483791,0.1137828711756881,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,3
6509,3012,0.2709788723533793,0.2189184333453108,0.0458178815347924,0.421658072193574,1.128995981400911,0.4550110249662138,0.4486861675756073,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,3
7201,10920,0.34713332750531,0.2189184333453108,0.0458178815347924,0.421658072193574,1.128995981400911,0.4550110249662138,0.2255900621118012,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.589828890267572,0.2544111761923818,1,3
6505,32464,0.4994422378091713,0.5586592178770949,-0.1526737045600604,0.421658072193574,1.128995981400911,0.4550110249662138,0.4853420195439739,0.4557277032993497,0.2638545847483791,0.3139546302661298,-0.1475020947104593,-0.218673350785262,0.3393813072688865,0.2544111761923818,1,3
