,A,B,C,D,E,F,G,H,Target
939,-1.0657665862155274,-2.688749956915699,1.8973442414750143,-1.7666717574106507,-1.2226925792572056,0.11428005702063504,0.6433566021098687,-1.3721950106023018,1
5626,2.331628008107865,1.7217515332147926,0.998717868231969,1.4736192141006978,1.4818416457448886,1.4408547563680183,-2.286294104653128,1.4652695628410701,0
2909,-1.4390147042432646,0.37415918671792014,-1.5126065219660818,-0.38475722790661737,0.7855300625852436,1.7073277785484122,3.9511739994161927,1.5455456670088363,0
5022,-2.0165949959017744,2.739842056024119,-3.573309033326071,1.741417941198406,3.9619017578342155,0.7768465503825297,2.3234757458216304,-0.3723161130312964,0
547,1.8333990931985324,-2.579715318460708,-1.6293497247472009,1.4119542646886745,2.08122212575509,1.1344728249863492,4.049646459769484,2.090087768760217,1
1591,-0.4369345637148516,0.1555934334106428,1.6830816139402078,-1.2771449618962383,0.9729664256489692,0.33994993967892206,-1.261505441556264,0.17258228057587144,1
4604,0.06768562371350528,1.7946019811923735,1.7467759558312894,-2.8985915918816327,0.607465716970432,-2.43865654426302,-4.013203816847891,2.1556098746637087,1
1075,-1.8791270218751646,-0.6280760024689581,-1.8012173517232455,1.3817157372855373,-1.2128408676882616,1.9977143516551155,4.053888177151801,-2.10292841509418,1
2155,-2.443169592367484,-0.1538791797977126,-4.282501468602604,-1.1505110335716584,2.4979987208697523,-0.17996163969350865,6.751449282647169,2.9883536891755336,0
5817,0.06714040197504989,-0.16987073067150793,2.831676753841432,-1.828303394482173,3.8868336344394403,-1.5585450374572432,-4.5387720113688355,-0.5100500034134408,1
224,2.2440475309148487,-2.0506001324463967,0.37534497552129165,0.14438216268747797,2.5998968143634142,0.7210247957099365,1.3459656346471789,2.6802489000728498,1
3939,-1.6877048248408828,2.1651776116400723,-0.6003398985730772,-0.04254371597676075,3.289995174176978,0.8729453676514982,0.01215563193171279,-0.13227194660536812,0
1726,-1.0285352176965603,-1.62410854385868,0.12301336739810731,0.2872117589040563,1.176322933879828,2.1733059309988,2.8178900545387164,-0.9901860046502474,1
5026,3.077965862832946,-0.014584363113885113,1.1556039936730635,1.2426858422885432,0.845692021539225,1.7972544182150463,-0.6931345772429631,2.410031922371714,1
5000,2.5412415233267946,1.4289922188563522,-0.7655121168403777,1.1259930555317734,0.047518412474526484,-2.050566499554308,-2.81261772141479,1.5555730445078266,0
635,-0.25701506436905186,0.8411115969902501,-1.448548624764529,-1.4798327928914972,0.5055746595534695,-2.0541210414665576,0.5227612137947756,2.558979048421647,0
445,0.7045099240664433,0.9085789911412406,1.1012646185454784,-1.357397803630452,0.9844406896988832,-2.0693329861801133,-3.356706068726473,1.1229225762131072,1
1904,-1.5514468514397604,3.0825450537864514,3.391557536802762,-4.915302798958948,3.6628462018661545,-4.414281426009419,-8.090573436323636,0.8774595510061894,1
5687,2.1703535357778834,2.0261487902915456,0.7795006347018348,0.7071483241580453,3.989045851327362,-0.8895586280771606,-4.26557316187534,1.4842159799278776,1
2871,-1.031915760923533,4.425788980535149,-0.4963971764650732,0.19307131205392863,3.5240103819560042,0.544411964833384,-2.1706401479403348,0.8028633964757381,1
2091,0.10188872700663243,-0.13455833808313877,1.2973796370436586,-1.5475585682854862,2.1232597873334345,-0.6164496861584586,-1.3807728175991203,1.1632465768680254,1
5698,2.6698120122744715,-1.6883341145476196,0.01877470315403773,1.2704645829394603,2.6679439908565143,1.168480138990621,1.194100622765989,2.1702026451732426,1
4676,2.6139871920821682,0.8382147238234139,1.3113738456941397,0.9547480280530197,1.6556846114304475,1.8875641436080626,-1.2531562604300963,2.4791275242892357,1
918,2.946222722574149,2.670912721452651,0.32547234468673447,2.613602086856948,0.16573311337578267,2.9721763357132023,-1.0809055528698766,2.341281179332795,0
2746,-0.6763402799411113,1.704310939120934,2.4114514170718966,-3.694805207610351,3.658253865179963,-3.4493172497699236,-5.670159289671003,1.307387437556313,1
183,3.0766282475334776,-1.3326668525776055,-0.3251622211494454,2.6409177496624974,2.5344386062720368,1.3242095557500502,0.5329514057402615,0.9790077354724787,1
4457,0.8084477628886447,2.769801501795532,-0.35761854150876204,-1.7849050822286363,2.678450822398064,0.17721300054121336,0.14044363646376856,5.826956686780373,0
2479,2.1061287629291456,-3.492392662825998,-0.22975193577872277,-0.5325745710447691,3.6387774671201156,0.6269462031961975,3.5405866277301254,3.8487059375316335,1
1898,0.7678670210374157,-0.29371296864115237,-1.5491115334741619,1.6814451720990333,0.71784652458135,1.6993538545229232,2.864360095109184,0.9998636909182398,1
1933,0.8790680043979116,-0.1860464323200559,-1.204266389515788,1.8456196432087275,2.0253962803094883,1.5771154853770708,1.9087326775117395,0.5892530457675947,1
2614,0.8543699261842609,1.3221263408918251,0.976123286516913,-0.8406450993478187,2.0240236562001086,-0.5089054330006649,-2.295126373544981,1.8946201496921498,1
609,-0.00858230698132556,0.4971348270586331,0.8691368482839557,-1.8555830668828945,1.842957476561562,-0.07083066518334702,-0.3180741860956719,2.5292986307795955,0
3372,-0.7538121867332669,-1.7557090670443363,1.3342156060260655,-0.6317907136129307,-1.3215759259088609,0.7421081376665118,0.6091100810036518,-1.5559004348856693,1
4377,2.0727872112625634,1.1449663917742519,2.9350983114518714,2.828308893786225,1.0554898937831907,2.7297463986156,-4.446880563960018,-2.570367749325536,1
4272,-0.7819242095241655,3.2842491188667022,0.12159459848182252,1.816331894717593,1.0504503700408856,2.534327154639782,-1.2859134872292781,-1.4655945631066465,0
68,2.328382268632688,0.7675827116241407,1.1677391051221875,-0.24571235380815307,-0.37097566961992423,-1.53054096569005,-3.486756534520463,1.689196240352276,1
3650,-1.686381659629833,-2.7904113558389287,-0.9749329260977135,0.8250261110753876,-0.30967991133731054,1.2105344965313642,3.8264411284304316,-2.8798336646112093,1
2573,4.471912775266649,1.3114311102168714,-2.1802168934386414,4.327039589225473,2.5391269268048915,1.546268561849811,0.4132531362724667,3.024134953254176,1
143,-3.3630733650785243,-0.7993481619432701,-4.395771110148306,-2.21058466486751,1.3186371041059062,-0.06952970672563152,8.394799672307308,3.361497872906665,0
3256,0.5328916880224556,-1.5164485595010897,-1.6734489624615292,0.12959914453522656,-0.40757549250347824,1.5868209938760798,5.106167609068027,2.8773165565280827,1
4343,-0.9130035331012819,1.051550551997237,-3.4979066102094767,1.5619347703853208,4.5033260058381295,-1.7541310030551127,0.7888336184313042,-0.7959314429754047,0
3394,-1.9203155395646923,-2.7091980551171204,2.256032394456092,0.18999162247003654,-2.320752259232025,2.00410194875474,0.5944862668637289,-5.115009686370269,1
1438,-0.3498036125694315,-0.210057059402041,0.3694751962571523,1.1520164253799288,-0.6416229857340809,1.6140242797177142,0.41465432919916695,-1.8627970171814887,1
4493,2.6003638485819724,-0.9056946423537451,-1.3147443382834645,2.881416912206343,2.9887999136325005,1.803242272678738,1.941267461491653,1.426187259201179,1
5545,2.5669926124562195,-0.21223024125222545,-1.6942467971723696,2.9917970244690757,-0.039667315009178195,2.883332451277374,3.3756905499475645,2.2722386991265706,1
5055,0.9946661472968361,0.7962059347557277,0.8322113989092825,0.07768479973594146,0.9150366353176456,1.0041463405506006,-0.7662584251866698,1.4583145203375374,1
587,2.5811441726426834,-1.1810693132259327,-0.4788085682996319,2.0277489469477072,2.3038595425713924,1.1287037166004903,0.947245748192493,1.3664719540198138,1
4828,-3.160833122707433,1.1896955474808402,-1.1159929118813092,-4.3848955455734355,4.711826829872238,0.26105072799971163,4.123763635956198,5.11230420398414,0
3659,-0.426097248221577,1.8933648087266324,0.32102620814732297,-1.4025470428757238,-0.5667724491498691,3.9700788532289706,3.698078716410698,4.746462347378458,0
5981,-2.7148280895958514,0.7378571363562715,-2.1238861879643784,-1.5520896905683499,2.0287743385053902,0.7003750362851403,4.304704080534434,1.8779418919194968,0
5384,-2.031768156235409,2.6532533895259114,-2.104781644470394,-0.27161174339069144,4.584295722737436,-0.9846214951627497,-0.046648008377786404,0.3211326430822492,0
2537,2.0254536744854024,-0.026712753974168058,0.9972678766072927,0.20890664360656203,-0.30321370309808415,-1.6047462463403388,-3.1868971811124363,0.3603654179292244,1
2612,1.8452564380735894,1.532329140859064,0.5835303491863199,-0.22635797706439614,-0.3691911198834086,0.07707074132377612,-1.4662456755813809,2.928221159107067,1
4705,1.5099984995762392,-1.6556665755617774,1.7576916697333744,-1.3311474064058157,-0.8449523207215694,1.087366413421491,0.9479280176687545,2.762940552522629,0
756,-1.8430955236597444,-0.5608418734419898,-2.9304189043950517,-0.18386148397556332,1.0920829594351287,0.8606855981228378,5.523553619388279,1.2496746660494218,0
4485,2.8992404847287254,-0.6554795980053947,-0.0354406770589506,-1.1227490011145145,-0.7624254138961679,-3.857009813089813,-2.4793046571204136,3.1665224509603163,0
5456,1.4670190039514774,0.3244097606642513,0.6312087499302309,-0.08794310125136587,3.484977876260161,-0.732884261480975,-2.0893750151597748,1.5146803289040762,1
272,1.9417644763101998,-2.0861707292022293,2.0614799998182143,-1.0796645116460784,0.19950529105641257,0.34954370286878444,-0.27810283660449536,2.08567110338529,0
3572,1.8406699293320627,-0.7751713052333287,1.4889801366705107,-1.1282519185851885,4.47099860289637,1.2382995547532876,0.2780327179501626,4.046401374808401,1
1085,2.0789169589174836,4.787493355988194,-0.3628944934892375,1.7449229914862003,3.0618766104440667,1.6236637310115567,-2.5188794628611575,3.2979944877061556,0
1213,-3.2943181141814044,-4.296832554523203,2.31918154258317,-3.7758323250075345,-1.8823622621324025,0.8902466392058763,3.5165933849345277,-1.6078826398681498,1
5586,0.8051147027837056,2.244266673457344,-1.3662447703974248,1.304970586842539,2.537213110418217,-1.1968233766590783,-2.035784838411303,0.46358557452861016,0
3996,1.7428334107395873,0.45093438222991566,0.736804564747641,0.9470003351093625,0.09624989779038362,0.4412326324314848,-1.5983791211106033,0.5716767236305236,1
5414,2.1871454834813306,2.5118372167345835,0.7712264825116993,1.6514646014446364,1.518624136545506,0.14220855358153872,-4.022754854679137,0.5424386545803334,1
3888,0.5702623017576242,-0.36764885802794267,0.8717086162432378,-0.7694125132911945,-0.4056443223305395,1.113525577574497,0.8614263077812786,1.8426481478997214,0
4339,1.192871501468511,0.3320046898858673,2.131662302028989,0.44757156841676043,1.5988676903450154,-0.17940209706463817,-3.9777798007805467,-1.1496366162865823,1
96,1.4453398484304163,-2.0732104039240875,-1.218995833579121,1.4505817562166776,2.1253945210702274,0.9218284216703652,2.8297740330799956,1.0541878965209652,1
5041,-1.1255427678996586,-1.9661057308709444,3.6848886604893547,-1.7382213848592367,-2.199969761351031,1.5185340307530102,-0.8851450226733343,-2.262626426924904,0
2808,-1.574164424374134,0.260411876295515,0.6860661480351231,-2.2807605530921857,3.012790136844594,2.1407483478440916,2.6251726216111786,2.767172643535707,0
2411,0.9424766925266758,4.271321162533412,0.20958886808077026,0.9099881850765751,1.9522738027627795,-1.447748704618034,-5.564936171166685,0.09932567791366775,0
300,1.2837738541272044,-1.530791666355616,-2.507585055156615,2.5056547171367125,0.39132842758535036,2.005567498845884,4.792436483872976,1.1261889249044008,1
4402,-3.70981086608326,-4.586538444369852,4.158938980189319,-4.238224063946692,-1.1158426606338019,2.6333284119951754,3.169398449163375,-2.146320700580784,1
5894,1.8262040591627589,1.2753395627059239,-1.502133677939259,0.7715431045132316,1.922736355003988,-1.6784389893360403,-1.156955068316738,2.287548347292594,0
482,-0.8436096242877518,3.4807844377700494,0.9477067884944685,0.2321850548156748,0.6931513046623962,2.968750542117754,-0.8255124003072947,0.6203430108273047,0
1332,-1.5380013559320205,1.0365229719467925,-0.557481379592582,0.32476861576257543,3.9690849684705105,0.352058438941971,-0.21466387359309053,-1.242980491339313,0
1232,3.8158994717341135,0.8247139660303202,-1.8946641832861624,2.212997998911511,1.5363826647552072,-1.5076452461811085,-1.1447983617858657,3.032168133807073,0
1367,3.507320274123568,2.229123272457694,1.4762732117935027,0.014556170355644969,1.4552812821275434,-1.9922495747517033,-5.71909894070462,2.9238627619249584,1
4151,1.4107593806676975,-0.9809119368591194,-0.4670973501746971,0.29722386781126026,0.6722282800146393,1.6205693020480776,2.834266430898099,2.883701319171348,1
2940,-2.1451975865464137,-1.598328608151173,-0.06916475585098203,-1.5390229068212096,-2.0912481204568656,0.5259044739987767,3.066653208380031,-0.7099107700754387,1
2771,1.36547620183752,-0.3656938558983893,1.0715585184082557,0.2554893761619928,2.0454449368339915,0.057906504390002,-1.5859023025408467,0.5201390883896683,1
5053,0.32694165876566683,-2.073023255476637,-2.649936437016734,1.2656847488109122,0.3276440256723938,1.3605663542940534,5.64624148178363,1.3960487969177164,1
5802,-0.12056751245216679,-3.7326183147234278,1.989748390690829,-2.6429065651451498,0.3670216738719281,-1.0376717296604423,0.5972938312514906,0.40616933273067213,1
4290,-3.1400559949377467,1.0320099363322448,-3.0256977080823457,-2.2186116802049027,-0.33601856439519295,2.49937324915089,8.092221520878647,4.46908867576908,0
4063,-1.6826299347445925,-2.6534976917477797,-0.11759191815978509,-1.385746491917143,0.16446551260201336,0.8113139489248424,3.8333765002341087,-0.18157485056254252,1
3536,-2.3894435903651723,1.270980055838885,-2.2718513435957357,-1.1130629260299352,4.20118511494997,-0.8965008155574319,1.9176294567312135,1.0109026303835522,0
4852,1.3983705325890983,-3.456129105728227,-0.2512874433573433,-1.1227818180695548,2.2627809694054637,0.6068320164008077,4.100857485376395,3.7332884824821817,1
432,-1.2999746589158911,-1.999871668925991,6.158197135746453,-2.5811023567948337,-1.7245143448509777,3.423741093852133,-1.801521636698895,-2.3003317436998545,1
1397,-0.4762606695869074,-0.22898727783657868,1.6502025897194539,-1.6268739465163116,-1.2614142141184497,0.9018941020278466,0.13380676072597236,0.8096827354539999,1
5942,-0.4549415980339344,0.4380116951506481,-0.7610312376966304,1.8390725069913265,-1.1998817620180344,1.366065485342366,0.8517262528714565,-2.0273902477943757,1
536,-1.6219208163621945,1.008574328420504,-0.2728216714830596,-0.36067073499242497,-2.526552352563344,1.9511289005200343,2.2546150350587864,0.00841778692043249,1
3200,-0.14573306361907457,-2.492765078756959,2.04719248536728,-2.2590752747091383,-1.9248709658348098,1.1065448427250253,1.8743652097973236,1.3187214992087584,0
1917,-1.6505438701655644,-2.9020942598890773,1.9251572776709833,-2.6305000914612973,0.784396431291277,1.159085655567805,2.354355452864481,0.0791452856271615,1
4213,2.2439374805977064,-0.22517821297627139,2.265856405499238,-0.616348451745101,1.433029620552281,0.9027934664064132,-1.6997571986541713,2.5977774443904487,0
4036,-2.1404040882715307,0.6154479810770013,-0.5681430997686912,-1.8560143719893907,0.5073647042184057,2.3925420864965687,4.341635807392588,2.5917708667188624,0
718,-0.5038387496337786,-0.7199066010792965,3.4565350671565414,-2.449836586194792,-0.45067115076489106,-1.1172857306029336,-3.7348123214100073,-1.1895912071290922,1
149,-1.1888944519661386,-0.009848815193520544,3.598828981354442,-3.2049679991365774,3.3735625071857167,-1.7331364892860832,-4.839919283400463,-0.8805589963155089,1
3475,-1.5884346229824848,1.3635770122445996,-1.6639897371533334,-0.6503970915187521,1.7326739721530386,1.0589393724735718,2.946577017842556,1.8922369561883714,0
3469,2.451866590868612,-4.135973701583389,0.3991253035073725,-0.2933011690296653,3.042242695193956,0.19552172896979103,2.46487069709966,2.7225906969214613,1
1447,0.45803221267004934,0.6969232502961805,-2.1179868456658535,0.1149468743632053,1.6569367095532583,-1.5059664008021123,0.8016015215015263,2.0011861960774526,0
1082,0.8970217267121412,0.7173723871160692,-3.3759717952870294,0.6884328509587649,0.41167748123011516,-0.49548288061640755,3.371909266080621,3.5570014477684544,0
